BookID,Location,Authors,OriginalTitle,title,language_code,AverageRating,image_url,small_image_url
595,QA76.76.M52P73 2003,Jeannine P. Pray,Excel 2002 Level 2,Excel 2002 Level 2,en-US,3.56,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
596,QA76.76.M54 S67,"Springer, Michael",Microsoft Office project Students' manual,Microsoft Office project Students' manual,eng,3.91,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
597,QA76.76.O63 .B23 1999,Badget Tom,A guide to operating systems ,A guide to operating systems ,eng,3.85,https://images.gr-assets.com/books/1344455445m/3534.jpg,https://images.gr-assets.com/books/1344455445s/3534.jpg
598,QA76.76.O63 .F57 1994,Robert E. First, Wordperfect six.O Dosi professional skills, Wordperfect six.O Dosi professional skills,eng,4.14,https://images.gr-assets.com/books/1322334444m/4554.jpg,https://images.gr-assets.com/books/1322334444s/4554.jpg
599,QA76.76.O63 .G27 1997,"Garms, Jason.",Windows NT Server 4 unleashed ,Windows NT Server 4 unleashed ,eng,4.22,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
600,QA76.76.O63 .K63 1989,,UNIX networking ,UNIX networking ,eng,3.89,https://images.gr-assets.com/books/1342334444m/4442152.jpg,https://images.gr-assets.com/books/1342334444s/4442152.jpg
601,QA76.76.O63 .P64 1999,"Poll, J.A.Vandes",Operating Systems & Architecture,Operating Systems & Architecture,eng,4.17,https://images.gr-assets.com/books/1455115352m/14321.jpg,https://images.gr-assets.com/books/1455115352s/14321.jpg
602,QA76.76.O63 C348 1997,"Calabria, Jane.",Microsoft Windows 6-in-1 ,Microsoft Windows 6-in-1 ,eng,3.95,https://images.gr-assets.com/books/1334134234m/45441.jpg,https://images.gr-assets.com/books/1334134234s/45441.jpg
603,QA76.76.O63 D34992 2006,"Davies, Justin,",SUSE Linux 10 bible ,SUSE Linux 10 bible ,eng,4.46,https://images.gr-assets.com/books/1452414443m/2444443.jpg,https://images.gr-assets.com/books/1452414443s/2444443.jpg
604,QA76.76.O63 F5 1994,Robert E. First,Wordperfect 6.0 Dos,Wordperfect 6.0 Dos,eng,3.9,https://images.gr-assets.com/books/1445452432m/45453.jpg,https://images.gr-assets.com/books/1445452432s/45453.jpg
605,QA76.76.O63 G563 1998,"Gillay, Carolyn Z.,",Windows user's guide to DOS ,Windows user's guide to DOS ,,3.85,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
606,QA76.76.O63 G583 1993,"Glass, Graham.",UNIX for programmers and users ,UNIX for programmers and users ,en-US,3.8,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
607,QA76.76.O63 G619 2005,,Go with Microsoft.,Go with Microsoft.,eng,4.48,https://images.gr-assets.com/books/1442444444m/5455455.jpg,https://images.gr-assets.com/books/1442444444s/5455455.jpg
608,QA76.76.O63 G6654 1993,"Gookin, Dan.",DOS for dummies ,DOS for dummies ,en-GB,4.34,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
609,QA76.76.O63 H6482 2003,"Hollingsworth, C. Norman.",Microsoft Windows XP Professional ,Microsoft Windows XP Professional ,en-US,3.64,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
610,QA76.76.O63 K328 1991,"Kamin, Jonathan.",DOS 5-- ,DOS 5-- ,eng,4.32,https://images.gr-assets.com/books/1354453114m/14155542.jpg,https://images.gr-assets.com/books/1354453114s/14155542.jpg
611,QA76.76.O63 K643 1998,"Koers, Diane.",Windows 98 fast & easy ,Windows 98 fast & easy ,eng,3.87,https://images.gr-assets.com/books/1334522553m/4332.jpg,https://images.gr-assets.com/books/1334522553s/4332.jpg
612,QA76.76.O63 L36243 2003,"Langer, Maria.",Mac OS X 10.2 ,Mac OS X 10.2 ,eng,4.23,https://images.gr-assets.com/books/1342415252m/5244.jpg,https://images.gr-assets.com/books/1342415252s/5244.jpg
613,QA76.76.O63 L3678 1998,"Laudon, Kenneth C.,",Interactive computing software skills.,Interactive computing software skills.,en-GB,4.12,https://images.gr-assets.com/books/1455253444m/3424544.jpg,https://images.gr-assets.com/books/1455253444s/3424544.jpg
614,QA76.76.O63 L46 1996,"Leonhard, Woody.",The mother of all Windows 95 books ,The mother of all Windows 95 books ,eng,3.98,https://images.gr-assets.com/books/1322344435m/14442.jpg,https://images.gr-assets.com/books/1322344435s/14442.jpg
615,QA76.76.O63 L48 1988,"Letwin, Gordon.",Inside OS2 ,Inside OS2 ,eng,4.03,https://images.gr-assets.com/books/1344444244m/22225.jpg,https://images.gr-assets.com/books/1344444244s/22225.jpg
616,QA76.76.O63 L595 1999,"Livingston, Brian.",Windows 2000 secrets ,Windows 2000 secrets ,eng,3.97,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
617,QA76.76.O63 M5238 1993,Blake Russ,Microsoft Windows NT resource kit.,Microsoft Windows NT resource kit.,eng,3.7,https://images.gr-assets.com/books/1322522414m/4314443.jpg,https://images.gr-assets.com/books/1322522414s/4314443.jpg
618,QA76.76.O63 M5241328 2000,,Microsoft Windows 2000 server ,Microsoft Windows 2000 server ,eng,4.09,https://images.gr-assets.com/books/1355424355m/5421.jpg,https://images.gr-assets.com/books/1355424355s/5421.jpg
619,QA76.76.O63 M9439 2004,"Myers, Dan.",Cisco Networking Academy Program ,Cisco Networking Academy Program ,eng,4.08,https://images.gr-assets.com/books/1314443445m/11445344.jpg,https://images.gr-assets.com/books/1314443445s/11445344.jpg
620,QA76.76.O63 N452 2004,"Ness, Robyn.",Sams teach yourself Mac OS X Panther all in one ,Sams teach yourself Mac OS X Panther all in one ,eng,4.12,https://images.gr-assets.com/books/1355554254m/422245.jpg,https://images.gr-assets.com/books/1355554254s/422245.jpg
621,QA76.76.O63 N47 1991,"Newcomer, Lawrence R.","Schaum's outline of theory and problems of programming with advanced structured COBOL with file processing, structured systems development, and interactive considerations ","Schaum's outline of theory and problems of programming with advanced structured COBOL with file processing, structured systems development, and interactive considerations ",eng,3.89,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
622,QA76.76.O63 N48 2004,"Ness, Robyn.",Sams teach yourself Mac OS X Panther all in one ,Sams teach yourself Mac OS X Panther all in one ,eng,3.82,https://images.gr-assets.com/books/1325145435m/15424.jpg,https://images.gr-assets.com/books/1325145435s/15424.jpg
623,QA76.76.O63 P1586 1996,"Person, Ron",Using Windows 95,Using Windows 95,eng,3.92,https://images.gr-assets.com/books/1445425324m/15445244.jpg,https://images.gr-assets.com/books/1445425324s/15445244.jpg
624,QA76.76.O63 P5167 1997,"Perkins, Charles",MCSE--NT workstation study guide ,MCSE--NT workstation study guide ,eng,4.05,https://images.gr-assets.com/books/1414444242m/142245.jpg,https://images.gr-assets.com/books/1414444242s/142245.jpg
625,QA76.76.O63 P743 2003,Shelley Gaskin,Go with Microsoft.,Go with Microsoft.,en-US,3.97,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
626,QA76.76.O63 R39 1995,"Rathbone, Andy.",Windows 95 for dummies ,Windows 95 for dummies ,en-US,4.29,https://images.gr-assets.com/books/1354424442m/422252.jpg,https://images.gr-assets.com/books/1354424442s/422252.jpg
627,QA76.76.O63 R45 1992,"Reichard, Kevin.",Teach yourself-- UNIX ,Teach yourself-- UNIX ,en-GB,4.29,https://images.gr-assets.com/books/1324554431m/125524.jpg,https://images.gr-assets.com/books/1324554431s/125524.jpg
628,QA76.76.O63 R45 1994,"Reichard, Kevin.",UNIX in plain English ,UNIX in plain English ,eng,4.11,https://images.gr-assets.com/books/1325224145m/32452.jpg,https://images.gr-assets.com/books/1325224145s/32452.jpg
629,QA76.76.O63 S5583 2020,"Silberschatz, Abraham.",Operating system concepts ,Operating system concepts ,eng,3.69,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
630,QA76.76.O63 S55854 2000,"Simanski, Robert E.",Windows 2000 reducing TCO  ,Windows 2000 reducing TCO  ,eng,3.94,https://images.gr-assets.com/books/1344252523m/14241444.jpg,https://images.gr-assets.com/books/1344252523s/14241444.jpg
631,QA76.76.O63 S65497 1993,"Southerton, Alan.",Modern UNIX ,Modern UNIX ,eng,4.01,https://images.gr-assets.com/books/1445542414m/14225.jpg,https://images.gr-assets.com/books/1445542414s/14225.jpg
632,QA76.76.O63 S733 2005,"Stallings, William.",Operating systems ,Operating systems ,en-US,4.01,https://images.gr-assets.com/books/135444244m/5424245.jpg,https://images.gr-assets.com/books/135444244s/5424245.jpg
633,QA76.76.O63 T36 1986,"Tanenbaum, Andrew S.,",Operating systems ,Operating systems ,en-CA,3.99,https://images.gr-assets.com/books/1424454252m/14214.jpg,https://images.gr-assets.com/books/1424454252s/14214.jpg
634,QA76.76.O63 T3888 1998,"Taylor, Dave,",Sams teach yourself UNIX in 24 hours ,Sams teach yourself UNIX in 24 hours ,eng,3.93,https://images.gr-assets.com/books/1324454432m/12233455.jpg,https://images.gr-assets.com/books/1324454432s/12233455.jpg
635,QA76.76.O63 V664 2009,"Von Hagen, William.",Ubuntu Linux bible ,Ubuntu Linux bible ,eng,3.88,https://images.gr-assets.com/books/1343454424m/5454.jpg,https://images.gr-assets.com/books/1343454424s/5454.jpg
636,QA76.76.O63 W4675 2000,"Wempen, Faithe.",Practical Microsoft Windows 98 ,Practical Microsoft Windows 98 ,eng,4.3,https://images.gr-assets.com/books/1324424445m/11242524.jpg,https://images.gr-assets.com/books/1324424445s/11242524.jpg
637,QA76.76.O63 W56W57 1996,"Woram, John.",The Windows 95 registry ,The Windows 95 registry ,en-US,4.12,https://images.gr-assets.com/books/1344244445m/44445.jpg,https://images.gr-assets.com/books/1344244445s/44445.jpg
638,QA76.76.O63 W73 2003,"Wrightson, Katherine.",Introduction to UNIX ,Introduction to UNIX ,eng,3.64,https://images.gr-assets.com/books/1354544244m/4331435.jpg,https://images.gr-assets.com/books/1354544244s/4331435.jpg
639,QA76.76.O633 P619 1999,"Pogue, David,",Macworld Mac SECRETS ,Macworld Mac SECRETS ,eng,3.97,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
640,QA76.76.O64 2002,"Palmer, Michael J.,",Guide to operating systems ,Guide to operating systems ,,3.72,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
641,QA76.76.R42 F69 1999,"Fowler, Martin,",Refactoring ,Refactoring ,eng,4.02,https://images.gr-assets.com/books/1325514532m/54344.jpg,https://images.gr-assets.com/books/1325514532s/54344.jpg
642,QA76.76.R63 1999,"Robbins, Arnold.",UNIX in a nutshell ,UNIX in a nutshell ,eng,4.23,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
643,QA76.76.R63 1999,"O'reilly, Tim",Window 98 in a nutshell,Window 98 in a nutshell,en-US,3.9,https://images.gr-assets.com/books/1343142525m/1324255.jpg,https://images.gr-assets.com/books/1343142525s/1324255.jpg
644,QA76.76.R835,RUBIN MICHAEL ,APPLE TRAINING SERIES ILIFE 06,APPLE TRAINING SERIES ILIFE 06,eng,4.29,https://images.gr-assets.com/books/1325532443m/13342442.jpg,https://images.gr-assets.com/books/1325532443s/13342442.jpg
645,QA76.76.S95.P65 1998,"Poindexter, Sandra E.","New perspectives on ""The internet using Netscape communicator software""","New perspectives on ""The internet using Netscape communicator software""",eng,3.84,https://images.gr-assets.com/books/1334242143m/544541.jpg,https://images.gr-assets.com/books/1334242143s/544541.jpg
646,QA76.76.W56,,MICROSOFT WORD,MICROSOFT WORD,eng,3.48,https://images.gr-assets.com/books/1241225554m/2444.jpg,https://images.gr-assets.com/books/1241225554s/2444.jpg
647,QA76.76.W56  .F64 2005,"Fowler, Owen",Microsoft official academic course,Microsoft official academic course,en-US,3.71,https://images.gr-assets.com/books/1341444553m/42144.jpg,https://images.gr-assets.com/books/1341444553s/42144.jpg
648,QA76.76.W56 .B277 2002,Patricia L. Barton,Administering windows,Administering windows,en-US,4.08,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
649,QA76.76.W56 .H88,"Clifford, Sarah Hutchinson.",Word 2.0 for Windows ,Word 2.0 for Windows ,eng,3.89,https://images.gr-assets.com/books/145353331m/5354545.jpg,https://images.gr-assets.com/books/145353331s/5354545.jpg
650,QA76.76.W56 .M3 1994,,"Using WordPerfect 6.1 for Windows, special edition","Using WordPerfect 6.1 for Windows, special edition",eng,3.83,https://images.gr-assets.com/books/1414344231m/44454.jpg,https://images.gr-assets.com/books/1414344231s/44454.jpg
651,QA76.76.W56 .P24 2000,"Palmer, Michael J.",MCSE guide to microsoft 2000 serves ,MCSE guide to microsoft 2000 serves ,eng,3.97,https://images.gr-assets.com/books/1324544424m/452224.jpg,https://images.gr-assets.com/books/1324544424s/452224.jpg
652,QA76.76.W56 .R38 1997,"Rathbone, Andy.",Windows 95 for dummies,Windows 95 for dummies,en-US,4.02,https://images.gr-assets.com/books/1445542445m/142244.jpg,https://images.gr-assets.com/books/1445542445s/142244.jpg
653,QA76.76.W56 .W54 2000,"Gary B. Shelly, Thomas, Cashman and Steven G. Forsythe",Microsoft windows XP ,Microsoft windows XP ,en-US,4.08,https://images.gr-assets.com/books/1324544424m/2524.jpg,https://images.gr-assets.com/books/1324544424s/2524.jpg
654,QA76.76.W56 B47 1997,"Bergerud, Marly,",A practical approach to Microsoft Windows 95 ,A practical approach to Microsoft Windows 95 ,en-US,3.73,https://images.gr-assets.com/books/1314424454m/4425242.jpg,https://images.gr-assets.com/books/1314424454s/4425242.jpg
655,QA76.76.W56 D37 1992,"Davis, Frederic E.",The Windows 3.1 bible ,The Windows 3.1 bible ,eng,3.52,https://images.gr-assets.com/books/1344335434m/15512514.jpg,https://images.gr-assets.com/books/1344335434s/15512514.jpg
656,QA76.76.W56 H62 2006,"Hogan, Kathryn L.",Get smart with guides books for windows,Get smart with guides books for windows,en-US,3.82,https://images.gr-assets.com/books/1334441152m/552442.jpg,https://images.gr-assets.com/books/1334441152s/552442.jpg
657,QA76.76.W56 J64 1999,"Jones, Allen.",24 Seven Windows client administration ,24 Seven Windows client administration ,eng,3.71,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
658,QA76.76.W56 R28 1999,"Rathbone, Andy.",Windows 98 for dummies ,Windows 98 for dummies ,eng,3.78,https://images.gr-assets.com/books/1355211325m/3525.jpg,https://images.gr-assets.com/books/1355211325s/3525.jpg
659,QA76.76.W56 R37 1994,"Rathbone, Andy.",Windows 3.1 for dummies ,Windows 3.1 for dummies ,eng,3.81,https://images.gr-assets.com/books/1352342445m/55241.jpg,https://images.gr-assets.com/books/1352342445s/55241.jpg
660,QA76.76.W56. B42 1998,Robert Blackwell ,Gizmos 98 Makes Windows Better  ,Gizmos 98 Makes Windows Better  ,eng,3.55,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
661,QA76.76.W56.M523 G66 1994,"Gookin, Dan.",Word for Windows 6 for dummies ,Word for Windows 6 for dummies ,en-CA,4.22,https://images.gr-assets.com/books/1425254444m/44444.jpg,https://images.gr-assets.com/books/1425254444s/44444.jpg
662,QA76.76.W56.P27 2000,,Microsoft Windows 2000 professional ,Microsoft Windows 2000 professional ,eng,4.12,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
663,QA76.76.W56.V25,"Susie H,Vanhuss",Instructors's manual advance word processing ,Instructors's manual advance word processing ,eng,4.07,https://images.gr-assets.com/books/1444244423m/2444.jpg,https://images.gr-assets.com/books/1444244423s/2444.jpg
664,QA76.76.W56F276 2002,"Fauro, Brian.",Word 2002 ,Word 2002 ,eng,3.89,https://images.gr-assets.com/books/1444215353m/251455.jpg,https://images.gr-assets.com/books/1444215353s/251455.jpg
665,QA76.76.W56P49 1998,"Plumley, Sue.",Sams teach yourself Windows 95 in 10 minutes ,Sams teach yourself Windows 95 in 10 minutes ,eng,4.04,https://images.gr-assets.com/books/1324544244m/4442445.jpg,https://images.gr-assets.com/books/1324544244s/4442445.jpg
666,QA76.76.W56R37 1994,"Rathbone, Andy.",Windows 95 for dummies,Windows 95 for dummies,eng,4,https://images.gr-assets.com/books/1444445244m/2444.jpg,https://images.gr-assets.com/books/1444445244s/2444.jpg
667,QA76.76.W56Y94 1998,"Fulton, Jennifer.",Sams teach yourself Windows 98 in 10 minutes ,Sams teach yourself Windows 98 in 10 minutes ,eng,4.08,https://images.gr-assets.com/books/1444442245m/5444455.jpg,https://images.gr-assets.com/books/1444442245s/5444455.jpg
668,QA76.7625 .S33 2004,"Schneider, Gary P.,",New perspectives on the Internet ,New perspectives on the Internet ,eng,3.78,https://images.gr-assets.com/books/1354445145m/15443443.jpg,https://images.gr-assets.com/books/1354445145s/15443443.jpg
669,QA76.7627 .T7C7 1996,"Trainor, Timothy N.,",Computers ,Computers ,en-US,4.2,https://images.gr-assets.com/books/1355415521m/4325.jpg,https://images.gr-assets.com/books/1355415521s/4325.jpg
670,QA76.76A63 Z564 2002,"Zimmerman, Beverly B.",New perspectives on Microsoft Powerpoint ,New perspectives on Microsoft Powerpoint ,en-US,3.9,https://images.gr-assets.com/books/1253524422m/11543.jpg,https://images.gr-assets.com/books/1253524422s/11543.jpg
671,QA76.76M52 B272 2003,"Grauer, Robert T.,",Exploring Microsoft Word 2002 ,Exploring Microsoft Word 2002 ,eng,3.98,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
672,QA76.76M52 G73 2004,"Grauer, Robert T.,",Exploring Microsoft Office 2003 ,Exploring Microsoft Office 2003 ,eng,4.16,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
673,QA76.76M525 P274 2003,"Parsons, June Jamrich.",New perspectives on Microsoft Office XP ,New perspectives on Microsoft Office XP ,eng,4.26,https://images.gr-assets.com/books/1354454444m/15444422.jpg,https://images.gr-assets.com/books/1354454444s/15444422.jpg
674,QA76.76W56 .D65 2000,"Donald, Lisa.",MCSE Windows 2000 professional study guide ,MCSE Windows 2000 professional study guide ,eng,4.16,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
675,QA76.77. H653 2003,"Holcombe, Jane",Survey of operating systems,Survey of operating systems,eng,3.85,https://images.gr-assets.com/books/1344225232m/233444.jpg,https://images.gr-assets.com/books/1344225232s/233444.jpg
676,QA76.78 .O63M3743 1996,"McBride, Peter",Windows 95,Windows 95,eng,4.19,https://images.gr-assets.com/books/1342524453m/15431444.jpg,https://images.gr-assets.com/books/1342524453s/15431444.jpg
677,QA76.79 ..T364 2001,"Tanenbaum, Andrew S.",Modern Operating Systems,Modern Operating Systems,eng,4.27,https://images.gr-assets.com/books/1322531453m/4254253.jpg,https://images.gr-assets.com/books/1322531453s/4254253.jpg
678,QA76.8 .M38 1999,International Technical Support Organization,System handbook,System handbook,eng,3.98,https://images.gr-assets.com/books/1424552134m/15243424.jpg,https://images.gr-assets.com/books/1424552134s/15243424.jpg
679,QA76.8.F88 1998,"Fottral, Jerry,",Mastering the AS400 ,Mastering the AS400 ,en-GB,4.22,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
680,QA76.8.I12 .G6 2002,"Govindarajalu, B.",IBM PC & CLONES,IBM PC & CLONES,eng,4.17,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
681,QA76.8.I2594 I77 1993,"Irvine, Kip R.,",Assembly language for the IBM-PC ,Assembly language for the IBM-PC ,eng,4.16,https://images.gr-assets.com/books/1445145142m/5334.jpg,https://images.gr-assets.com/books/1445145142s/5334.jpg
682,QA76.8.I2596 B463 1993,"Bent, Robert J.,",Microsoft QuickBASIC ,Microsoft QuickBASIC ,eng,3.8,https://images.gr-assets.com/books/1354224554m/14221.jpg,https://images.gr-assets.com/books/1354224554s/14221.jpg
683,QA76.8.P67 1995,"Heath, Steve.",PowerPC programming pocket book ,PowerPC programming pocket book ,eng,4.02,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
684,QA76.9  .D35 2007,Hubbard John R.,Data structures with Java ,Data structures with Java ,eng,4.54,https://images.gr-assets.com/books/1444221432m/1212455.jpg,https://images.gr-assets.com/books/1444221432s/1212455.jpg
685,QA76.9  D35.S6 2003,"Shola, P.B",Data Structure with Implementation in C&Pascal,Data Structure with Implementation in C&Pascal,eng,3.85,https://images.gr-assets.com/books/1354444531m/2534134.jpg,https://images.gr-assets.com/books/1354444531s/2534134.jpg
686,QA76.9  G74,,College keyboarding and document processing,College keyboarding and document processing,en-US,3.98,https://images.gr-assets.com/books/1355435454m/3444.jpg,https://images.gr-assets.com/books/1355435454s/3444.jpg
687,QA76.9 .A25M373 2003,"Mahtra, Surbhi",Microsoft.NET framewoek security,Microsoft.NET framewoek security,eng,4.06,https://images.gr-assets.com/books/1324454542m/544.jpg,https://images.gr-assets.com/books/1324454542s/544.jpg
688,QA76.9 .A73C37 2002,"Carter, Nicholas",Computer Architecture,Computer Architecture,eng,3.98,https://images.gr-assets.com/books/1354441341m/5544.jpg,https://images.gr-assets.com/books/1354441341s/5544.jpg
689,QA76.9 .A73C37 2006,"Carter, Nicholas",Computer Architecture,Computer Architecture,eng,3.67,https://images.gr-assets.com/books/1335141553m/11444421.jpg,https://images.gr-assets.com/books/1335141553s/11444421.jpg
690,QA76.9 .A876 2006,,Pro ASP.NET 2.0 in VB 2005 ,Pro ASP.NET 2.0 in VB 2005 ,en-US,3.69,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
691,QA76.9 .B3 2009,Bagad V.S ,Information Security ,Information Security ,eng,4.31,https://images.gr-assets.com/books/1434435224m/5544.jpg,https://images.gr-assets.com/books/1434435224s/5544.jpg
692,QA76.9 .C55 M48 2001,,MCSE Training Kit,MCSE Training Kit,en-US,4.04,https://images.gr-assets.com/books/1342435445m/1442545.jpg,https://images.gr-assets.com/books/1342435445s/1442545.jpg
693,QA76.9 .C64.044 2003,"O'Leary, Timothy J.,",Computing essentials,Computing essentials,eng,3.77,https://s.gr-assets.com/assets/nophoto/book/111x145-bcc242a4c41a24c1d452544eff422a23.png,https://s.gr-assets.com/assets/nophoto/book/52x45-a41bf244245a51aabab421ef452c4a44.png
694,QA76.9 .C643.T36 1990,"Tananbaum, Andrew S.",Structured Computer Organisation,Structured Computer Organisation,en-US,3.7,https://images.gr-assets.com/books/1341444542m/2122452.jpg,https://images.gr-assets.com/books/1341444542s/2122452.jpg
695,QA76.9 .C643P3 2005,"Patterson, David A.",Computer organization and design ,Computer organization and design ,eng,4.03,https://images.gr-assets.com/books/1342544242m/15214414.jpg,https://images.gr-assets.com/books/1342544242s/15214414.jpg
696,QA76.9 .C643T36 1990,Tanenbaum S. Andrew,Structured Computer Organization,Structured Computer Organization,eng,4.05,https://images.gr-assets.com/books/1344515442m/43514.jpg,https://images.gr-assets.com/books/1344515442s/43514.jpg
697,QA76.9 .c676 37808,"Coronel, carbs and Morris,steven ",Database systems,Database systems,eng,3.85,https://images.gr-assets.com/books/1454425541m/4115135.jpg,https://images.gr-assets.com/books/1454425541s/4115135.jpg
698,QA76.9 .C76 1998,"Groth, David.",A  Core Module study guide ,A  Core Module study guide ,en-US,4,https://images.gr-assets.com/books/1355244412m/13534244.jpg,https://images.gr-assets.com/books/1355244412s/13534244.jpg
699,QA76.9 .D3.044 2003,Timothy J.O Leary and Linda O'leary,Microsoft Office access,Microsoft Office access,eng,3.86,https://images.gr-assets.com/books/1444444124m/33524.jpg,https://images.gr-assets.com/books/1444444124s/33524.jpg
700,QA76.9 .D3.S54 2004,Shelly B. Gary; Cashman J. Thomas; Pratt J. Philip and Last Z. Mary,Microsoft Office Access 2003 Introductory Concepts and Techniques ,Microsoft Office Access 2003 Introductory Concepts and Techniques ,en-US,3.88,https://images.gr-assets.com/books/1355432424m/14151.jpg,https://images.gr-assets.com/books/1355432424s/14151.jpg
701,QA76.9 .D32F75 2002,Friedrichsen Lisa,Microsoft Access 2002,Microsoft Access 2002,en-US,3.78,https://images.gr-assets.com/books/1444334522m/14442.jpg,https://images.gr-assets.com/books/1444334522s/14442.jpg
702,QA76.9 .D3C6 2005,"Connolly, Thomas M.",Database systems ,Database systems ,en-GB,3.81,https://images.gr-assets.com/books/1334545455m/13454432.jpg,https://images.gr-assets.com/books/1334545455s/13454432.jpg
703,QA76.9 .D3K6B6 2001,Kotze P  & Bornman CH,Principles of databases,Principles of databases,en-US,3.87,https://images.gr-assets.com/books/1345542444m/5554.jpg,https://images.gr-assets.com/books/1345542444s/5554.jpg
704,QA76.9 .G74 2007,"Ober, Scot,",Gregg college keyboarding & document processing.,Gregg college keyboarding & document processing.,eng,4.1,https://images.gr-assets.com/books/1324442514m/4454.jpg,https://images.gr-assets.com/books/1324442514s/4454.jpg
